,CARDIO-VASCULAR_DISORDER_EVENT,DEATH_EVENT,HYPERGLYCEMIA_EVENT,HYPOGLYCEMIA_EVENT,INFECTION_EVENT,KIDNEY_COMPLICATION_EVENT,SEVERE_HYPERGLYCEMIA_EVENT,SEVERE_HYPOGLYCEMIA_EVENT
STEROIDS_PO_BITZUA__max__missing,0.014327991,-0.0039777877,-0.002217642,-0.024676617,-0.012391891,-0.008446166,-0.004520218,-0.02146531
TROPONIN_MEASURE__max__missing,-0.020567425,0.0070964606,-0.004576326,0.019773062,-0.0027686076,0.016371233,0.012991524,-0.004693728
UREA_MEASURE__max__missing,0.0077658882,0.01316646,0.0016057099,-0.038710978,-0.052192364,0.008698299,0.018635089,0.007155482
URINE_CULTURE__max__missing,-0.006735366,0.0014530498,-0.015498871,0.0068012164,0.0023682194,0.013054869,-0.016858635,-0.010719004
WEIGHT_MEASURE__max__missing,-0.014270934,0.03630226,0.0011346622,0.00060037547,-0.02756181,-0.017143425,-0.0068279733,-0.014493691
ALANINE-AMINOTRANSFERASE_MEASURE__first__missing,-0.012489427,-0.008421811,0.007468542,0.00023746928,-0.002227807,-0.008277792,-0.018151645,0.009006859
ALBUMIN_SERUM_MEASURE__first__missing,0.011831576,0.007215722,0.00019735083,0.013797837,-0.012789037,-0.006906902,-0.0036630598,0.016078886
ANTIBIOTIC_IV_BITZUA__first__missing,0.0034296243,-0.019267894,0.009751576,0.0040103192,-0.006297753,0.015399073,-0.00950559,0.012079345
ANTIBIOTIC_PO_BITZUA__first__missing,-0.029826172,0.024244076,0.009863844,-0.0074114352,0.0019294949,0.013628864,0.0095095355,0.025634274
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__first__missing,0.020689342,-0.0024648905,-0.0049540945,-0.01712787,-0.01035237,-0.009861608,-0.006197305,-0.031048294
ASPARATE-AMINOTRANSFERASE_MEASURE__first__missing,0.014094045,-0.0067856363,-0.004259733,0.0064543495,-0.0057526524,0.014583267,0.0014755566,0.01912447
BASAL_DOSAGE__first__missing,0.0061520846,-0.0025099602,-0.0036111511,-3.2873573e-05,-0.011624806,0.0059232283,-0.014349023,-0.016833797
BASAL_HOME_BITZUA__first__missing,0.011671204,0.007597517,0.03112516,-0.025678804,-0.0056005963,-0.0017509948,-0.0010711799,-0.023119364
BASE_GLUCOSE_MEASURE__first__missing,0.03277183,0.012299815,-0.0019775347,-0.0076166713,0.007397992,0.009226106,-0.006314545,0.012624194
BICARBONATE_MEASURE__first__missing,0.015903968,-0.012995778,-0.005985343,-0.016407488,-0.018086381,-0.0043194457,0.021074457,-0.03186005
BLOOD_CULTURE__first__missing,0.019734416,-0.009914094,0.005699653,-0.021982575,0.03698382,-0.0025705278,0.024914829,-0.016303726
BLOOD_PRESSURE_DIASTOLIC_MEASURE__first__missing,0.028754922,0.010515405,0.015592009,-0.0038064895,-0.019031601,0.0023945037,-0.003846888,-0.0068718884
BLOOD_PRESSURE_SYSTOLIC_MEASURE__first__missing,0.015566584,0.018281791,0.010885061,-0.0044761826,0.016924156,0.01810629,0.00536941,0.0042118845
BMI_MEASURE__first__missing,0.010292848,0.0058783665,-0.020292057,0.025671305,0.026537195,0.028992172,0.011546775,-0.0094459485
BODY_TEMPERATURE_MEASURE__first__missing,-0.015328565,-0.0005815287,0.0017074415,-0.021895684,0.019059533,-0.004299944,-0.0080506615,-0.01584962
BOLUS_DOSAGE__first__missing,-0.0041737747,-0.015856402,0.004169421,0.008675886,-0.005275831,-5.594776e-05,0.008974608,0.0032588309
CALCIUM-GLUCONATE_BITZUA__first__missing,-0.0016347219,-0.014673042,-0.012659829,0.010083448,-0.026055232,0.017879315,0.009567221,0.013573542
CARDIO-VASCULAR_DISORDER_EVENT__first__missing,-0.06902734,-0.008586054,-0.010214198,0.03164964,-0.0014437804,0.005483923,0.017833076,-0.0024015475
CARDIOVASCULAR_DISORDER_OBS__first__missing,0.011639669,0.0075087184,-0.0086408015,-0.017322637,0.020757796,0.005751635,-0.01505259,-0.017690707
CHEST_XRAY__first__missing,-0.0044251587,0.0021913769,0.027162509,0.003008953,-0.026782457,-0.0011180385,0.0022953334,-0.014654147
CREATINE-KINASE_MEASURE__first__missing,0.00892283,-0.019733343,0.00042376676,-0.02049,0.021547036,-0.017716186,-0.004154653,-0.011599222
CREATININE_SERUM_MEASURE__first__missing,0.00010229394,-0.00041398974,0.019564671,0.0023575595,0.0072810138,0.017998997,0.021635722,0.0042986027
DEXTROSE_BITZUA__first__missing,0.009140224,-0.0035051266,-0.0128624765,0.02544665,0.0039300397,0.017658941,-0.020512387,0.0040059537
DIABETES_DIAGNOSIS__first__missing,0.01363182,0.020426825,0.023380049,-0.005209172,0.008829171,0.027059114,-0.0065132044,-0.023777125
DIALYSIS__first__missing,0.010130085,-0.0066889026,-0.010495529,0.026474124,-0.00190589,0.0016194496,0.019255264,-0.02265549
E-GFR_MEASURE__first__missing,0.00553226,-0.03908547,0.0017182773,0.0018609863,-0.006958783,0.018002741,0.0260962,0.0023320832
EGFR_MEASURE__first__missing,-0.008551156,0.030661462,0.0075819744,0.013247745,0.031163566,0.011412074,0.023604393,-0.0036591957
GLUCOSE_MEASURE__first__missing,0.0066095353,-0.010473612,-0.0066283448,0.013151785,-0.016977217,0.01103246,0.02169335,0.015750147
HEART_RATE_MEASURE__first__missing,0.001965771,0.021467278,0.008380019,-0.01621207,-0.03267495,0.022067113,-0.015835512,-8.058429e-05
HEMATOCRIT_MEASURE__first__missing,0.0046207663,0.010153944,-0.010711912,0.018310199,0.0044487854,-0.006412678,0.006100195,0.034760073
HEMOGLOBIN_MEASURE__first__missing,0.017987162,-0.009803029,-0.020451337,0.0017989664,-0.0241815,-0.009180512,0.010609433,-0.024478717
HEPARIN_IV_BITZUA__first__missing,0.02354208,-0.009934939,0.013503076,0.0111318035,-0.010547712,0.013671114,0.00310784,0.0061335526
HYPERGLYCEMIA_EVENT__first__missing,0.018528037,0.021530904,-0.021411713,0.0061402945,0.013594768,0.007457837,-0.025681129,-0.025015045
HYPERTONIC_SALINE_BITZUA__first__missing,0.023772022,0.018771067,-0.009726127,0.0006872997,-0.02567241,0.016544271,-0.002879165,-0.011586554
HYPOGLYCEMIA_EVENT__first__missing,-0.007768158,-0.009365087,0.0091397995,-0.03583179,0.010714041,0.0059219245,-0.0022603995,-0.036473174
INFECTION_EVENT__first__missing,-0.012373026,-0.001890641,-0.017521674,-0.015814876,0.009880104,-0.025484066,0.004799919,-0.008532198
INFECTION_WBC_MEASURE__first__missing,-0.0067467443,0.027673729,0.0054493938,0.014257927,0.017651139,-0.011450116,-0.022033405,-0.012874658
KETONES_SERUM_MEASURE__first__missing,-0.00039307988,-0.024555318,-0.021932373,-0.014177907,0.031539388,0.00518475,0.013191519,0.020375295
KETONES_URINE_MEASURE__first__missing,-0.0028319024,0.014938083,-0.014607894,-0.019928753,-0.01455213,0.022065422,-0.019519236,-0.0021564427
KIDNEY_COMPLICATION_EVENT__first__missing,-0.0093614925,0.010442786,0.0070534353,-0.009734258,-0.0012779474,-0.062339626,0.022375776,-0.024431372
KIDNEY_COMPLICATION_OBS__first__missing,-0.014547774,0.012139951,0.006080777,-0.010558004,0.017649857,-0.03625292,0.029193282,0.01317705
METFORMIN_HOME_BITZUA__first__missing,0.009044338,-0.0012732818,0.010988049,-0.0074503603,-0.007805116,-0.010267446,-0.015069734,-0.022683352
METFORMIN_HOSPITAL_BITZUA__first__missing,0.0013344442,-0.0034571078,-0.0064130453,0.03176638,0.013260639,0.008013911,-0.0059736543,0.025769604
NEUTROPHILS_MEASURE__first__missing,0.017535092,0.005954498,0.018654503,0.028078977,-0.00060765515,0.0005155,0.011581313,0.02117782
PH_MEASURE__first__missing,0.030005366,0.019254278,-0.009851871,0.06871318,-0.018265938,0.011927766,0.01137029,0.03529569
PLT_MEASURE__first__missing,0.025391588,0.0200969,-0.019008081,0.030213885,0.031679817,0.02123449,0.0044281017,0.0075012585
POTASSIUM_MEASURE__first__missing,0.013220786,-0.01500429,-0.0010474027,-0.008335961,0.020945879,-0.016930275,0.0077107837,-0.0068394872
SEVERE_HYPERGLYCEMIA_EVENT__first__missing,-0.010060296,0.007418367,0.014966621,-0.009917625,0.026836993,0.00016312159,-0.0056147566,0.0024193816
SEVERE_HYPOGLYCEMIA_EVENT__first__missing,-0.013436548,0.006816948,-0.02358721,-0.011500006,-0.007593137,-0.0103631755,-0.01140942,-0.02064794
SGLT2_HOME_BITZUA__first__missing,0.015954366,0.014481137,-0.020926736,0.010249542,0.011299364,-0.0086452365,-0.019983225,0.012234855
SGLT2_HOSPITAL_BITZUA__first__missing,-0.004154176,0.01749625,-0.023940595,0.024737028,0.0003374323,-0.0014569866,0.019858759,0.03613201
SODIUM_MEASURE__first__missing,0.0020234636,-0.025571294,0.008645493,-0.007555499,0.028782122,0.020009544,0.016095886,0.026028259
STEROIDS_IV_BITZUA__first__missing,0.016424589,-0.017612332,-0.012695947,-0.019820271,0.007487757,0.021038532,0.019363895,-0.0021955755
STEROIDS_PO_BITZUA__first__missing,0.015529173,0.030479034,0.004506247,-0.02092729,0.0028795672,0.01901255,-0.007274075,-0.027299795
TROPONIN_MEASURE__first__missing,-0.010905953,0.015241903,0.01570845,0.02830423,-0.001300965,0.025699334,0.020221842,0.0022139957
UREA_MEASURE__first__missing,-0.027000764,-0.011246267,0.00048382216,-0.011465941,-0.040519692,0.0046312767,-0.012436702,-0.019348485
URINE_CULTURE__first__missing,-0.0033068121,-0.0014112522,-0.02149684,-0.013078001,-0.03386527,-0.00066864846,-0.0077037676,-0.0020666905
WEIGHT_MEASURE__first__missing,-0.0100374,0.015727889,-0.028385848,-0.017239263,0.018358875,-0.01035446,0.024617651,-0.010586522
ALANINE-AMINOTRANSFERASE_MEASURE__last__missing,0.022146849,0.015338249,0.0047967965,-0.027090877,0.008731053,0.013382613,-0.022054657,-0.003606672
ALBUMIN_SERUM_MEASURE__last__missing,-0.015404698,0.011880907,0.0063664177,-0.01526175,0.013433254,0.018735906,0.0077969856,-0.02016028
ANTIBIOTIC_IV_BITZUA__last__missing,-0.005374331,-0.011497742,-0.0181179,-0.015236938,-0.015089815,0.030199654,-0.018043935,-0.01755911
ANTIBIOTIC_PO_BITZUA__last__missing,0.0002436447,0.0054366128,0.00831139,0.011557065,0.028572641,-0.008765414,0.013433942,0.029111266
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__last__missing,0.021952359,0.009679226,0.0026263003,-0.02908866,-0.006132238,0.0038544945,0.0013735043,-0.03856414
ASPARATE-AMINOTRANSFERASE_MEASURE__last__missing,0.019653141,0.0010591291,0.003708057,0.0351986,-0.01126505,-0.0018645144,-0.011096639,0.02569878
BASAL_DOSAGE__last__missing,-0.0011082205,-0.008507737,-0.01778849,-0.027888361,0.0009930688,-0.016875448,-0.004519808,-0.029847773
BASAL_HOME_BITZUA__last__missing,0.01739244,0.008058226,-0.017334145,-0.0018276016,-0.010601079,-0.019887393,-0.009750257,0.007510289
BASE_GLUCOSE_MEASURE__last__missing,-0.0068392223,0.02111232,-0.012763357,-0.023624253,0.0026986338,0.014540673,0.018884005,0.0033317234
BICARBONATE_MEASURE__last__missing,0.02153098,-0.006266474,-0.026159177,-0.02754427,-0.02297292,-0.0048983283,-0.013451077,-0.05788643
BLOOD_CULTURE__last__missing,0.006464211,-0.0011534857,-0.029809475,-0.021175623,-0.0019083299,-0.0025477412,-0.019256433,0.0043194126
BLOOD_PRESSURE_DIASTOLIC_MEASURE__last__missing,0.030328158,-0.025171945,-0.026759682,-0.027559452,-0.0066688494,-0.02394136,-0.02198971,-0.0032096333
BLOOD_PRESSURE_SYSTOLIC_MEASURE__last__missing,-0.00784744,0.009137958,0.013868089,-0.027798347,-0.015951447,0.01166737,0.0030483843,0.015802998
BMI_MEASURE__last__missing,-0.0073979087,-0.02419885,-0.0027272904,0.018484553,0.028218558,0.028041184,-2.2551898e-05,-0.0022938163
BODY_TEMPERATURE_MEASURE__last__missing,0.026920104,0.02668205,0.0072943415,-0.017495977,0.01607594,0.022509037,0.009772858,0.0002576534
BOLUS_DOSAGE__last__missing,-0.007853805,0.0045364257,0.002436852,-0.0073386673,0.0126346275,-0.001054299,-0.02395177,-0.0058664875
CALCIUM-GLUCONATE_BITZUA__last__missing,0.0086448975,0.0036035855,-0.013521965,0.0028998146,0.009406453,0.013861612,0.0072327396,0.018008439
CARDIO-VASCULAR_DISORDER_EVENT__last__missing,-0.08151509,3.6483758e-05,-0.016842736,0.011037787,-0.0028595494,0.006089375,0.013480177,0.029427322
CARDIOVASCULAR_DISORDER_OBS__last__missing,-0.0033514514,0.0073838364,-0.0080924565,-0.031178813,0.0071484656,0.009882492,-0.009460175,-0.018431732
CHEST_XRAY__last__missing,-0.05169719,-0.028464548,-0.0012550947,0.0018316252,-0.038418893,-0.0026390736,0.023560805,0.006420583
CREATINE-KINASE_MEASURE__last__missing,0.012301748,-0.0032050298,0.015114856,0.009487377,-0.004951581,-0.018900469,0.015719661,0.016719963
CREATININE_SERUM_MEASURE__last__missing,0.022369094,0.0048937076,-0.007056891,0.0016546849,0.024599727,-0.0010428379,-0.0039494894,0.0025952032
DEXTROSE_BITZUA__last__missing,-0.003359896,-0.011243422,0.0070455293,-0.019391512,-0.029082574,0.012084267,0.0097615225,0.0153899565
DIABETES_DIAGNOSIS__last__missing,-0.0073305387,0.012102758,0.0219719,0.01322877,0.0013205973,0.03141799,0.00095018465,0.007788692
DIALYSIS__last__missing,-0.0019944138,-0.003287462,0.025837058,-0.010987072,-0.045473296,-0.025932873,0.017289117,0.009030172
E-GFR_MEASURE__last__missing,-0.016399622,-0.021469157,0.024324808,0.0036229538,0.020278541,-0.014798236,-0.01461095,-0.006974376
EGFR_MEASURE__last__missing,0.0072064833,0.024698768,-0.014360349,-0.00034892876,0.037300147,-0.013868303,0.018054923,-0.025273707
GLUCOSE_MEASURE__last__missing,0.017328216,-0.006786063,0.009165,-0.0054096826,0.0024503919,0.021895535,-0.0031329526,-0.008238021
HEART_RATE_MEASURE__last__missing,-0.0054138657,-0.011296025,0.0016037099,0.017334415,0.010649292,0.010325102,0.008345055,-0.007625691
HEMATOCRIT_MEASURE__last__missing,-0.012084714,-0.006914881,0.008245741,0.010365134,-0.010460442,0.0026544472,0.007708552,0.031823244
HEMOGLOBIN_MEASURE__last__missing,-0.018511,-0.00921547,0.018124953,-0.02585504,2.4346913e-05,0.0150850145,-0.011218574,-0.030590754
HEPARIN_IV_BITZUA__last__missing,0.01456609,-0.00558864,0.0075363354,-0.008431877,0.00046953722,-0.008799757,0.028883558,-0.015798638
HYPERGLYCEMIA_EVENT__last__missing,-0.019326793,-0.019685969,-0.0059136096,0.009141006,-0.014744364,0.004635619,0.0017759972,0.007903684
HYPERTONIC_SALINE_BITZUA__last__missing,0.029874567,-0.023801375,-0.026508797,-0.009891713,-0.00022033542,-0.02950196,-0.0022828677,-0.012506867
HYPOGLYCEMIA_EVENT__last__missing,-0.001410696,0.016407927,0.015539741,0.0069279224,0.022284012,-0.0148256635,5.8899495e-05,-0.04197332
INFECTION_EVENT__last__missing,-0.010359963,-0.017977769,-0.01580222,-0.00022253855,-0.0073870476,0.01858786,0.018641252,-0.02488691
INFECTION_WBC_MEASURE__last__missing,-0.018756792,0.005305133,0.006016574,0.026608443,-0.021423765,-0.022131298,-0.028975489,0.0071780793
KETONES_SERUM_MEASURE__last__missing,-0.018638507,0.014858801,-0.007970684,-0.015929911,0.02227493,-0.02329828,0.0137410695,-0.027177623
KETONES_URINE_MEASURE__last__missing,-0.0060640173,0.005158177,-0.006844487,-0.013848043,-0.04197994,0.01799757,0.008327013,-0.02405486
KIDNEY_COMPLICATION_EVENT__last__missing,0.0059129708,-0.014398266,-0.018903524,-0.025566874,-0.011101852,-0.039217908,-0.022821076,-0.022599569
KIDNEY_COMPLICATION_OBS__last__missing,-0.020281125,-0.022681458,0.023021974,0.010084676,-0.0073148585,-0.03555054,-0.009157433,0.037244722
METFORMIN_HOME_BITZUA__last__missing,0.025529444,-0.010084696,-0.001091445,-0.023079582,0.025674015,-0.014206461,0.0031458598,-0.032772504
METFORMIN_HOSPITAL_BITZUA__last__missing,0.022934217,0.005630856,0.01610467,0.023655148,0.03724654,0.018942093,0.02646621,0.015226292
NEUTROPHILS_MEASURE__last__missing,-0.01313555,0.0061379294,0.000810176,0.025106715,-0.024151511,-0.013704419,0.0067372466,-0.01563246
PH_MEASURE__last__missing,-0.011593534,-0.009317114,-0.018033963,0.027048977,0.007808339,-0.019347867,0.0056856466,0.04644756
PLT_MEASURE__last__missing,0.023150988,-0.013532479,-0.00794065,0.01874749,0.03338212,0.014992167,-0.0020309843,0.013517359
POTASSIUM_MEASURE__last__missing,-0.020604774,-0.006720308,-0.016816592,0.011491983,-0.018204022,-0.0020939768,-0.030410524,0.008454067
SEVERE_HYPERGLYCEMIA_EVENT__last__missing,0.012072656,-0.013719112,0.008005614,-0.011989958,-0.008885636,0.016092448,-0.003998449,0.0002004709
SEVERE_HYPOGLYCEMIA_EVENT__last__missing,-0.0065959785,-0.018052643,-0.0017587672,0.009444918,-0.036073778,0.0026979921,-0.008570282,-0.006715393
SGLT2_HOME_BITZUA__last__missing,-0.016147545,0.03851052,-0.015204113,0.018657478,-0.013886791,-0.013392879,-0.008163374,-0.0065440545
SGLT2_HOSPITAL_BITZUA__last__missing,0.013344663,-0.0010051137,-0.010023045,0.025771232,0.0020546347,0.018437305,0.010693776,0.013849561
SODIUM_MEASURE__last__missing,-0.007289394,0.011426342,0.018743942,-0.009451347,-0.0021911492,0.014112117,-0.013661737,0.01704199
STEROIDS_IV_BITZUA__last__missing,-0.005590101,-0.022464674,-0.004654908,-0.012195646,0.00034779732,-0.015904617,-0.0023156316,-0.012230002
STEROIDS_PO_BITZUA__last__missing,0.0008652993,0.0038596373,-0.003764299,0.004643158,0.0026971425,0.0057250164,0.017583594,0.0021737455
TROPONIN_MEASURE__last__missing,-0.00038755417,0.004408998,0.013295983,-0.012686039,0.023540786,0.013157626,0.00068064075,0.010527751
UREA_MEASURE__last__missing,-0.01381593,0.0072032455,-0.020247784,-0.023183253,-0.045086276,0.016919434,-0.011872769,0.008771216
URINE_CULTURE__last__missing,-0.0042696144,-0.02529679,-0.0067644506,-0.030886643,-0.0037769948,0.0020000874,-0.009210887,-0.0035347752
WEIGHT_MEASURE__last__missing,0.016240982,0.008103533,0.012111958,0.014872865,0.009403565,-0.0031305358,-0.014365801,0.009248153
ALANINE-AMINOTRANSFERASE_MEASURE__p25__missing,-0.009677157,-0.016632756,0.011057505,-0.03149951,0.030551672,0.01393608,-0.014354602,-0.01663829
ALBUMIN_SERUM_MEASURE__p25__missing,-0.024708688,0.0024878357,-0.014026617,0.0071823667,-0.035772964,0.0066767605,0.0015278999,0.023194415
ANTIBIOTIC_IV_BITZUA__p25__missing,0.0191049,0.022290947,0.011423899,-0.010089237,0.011171607,0.0152576845,-0.009092456,-0.0216752
ANTIBIOTIC_PO_BITZUA__p25__missing,-0.02386165,0.009600734,0.0024394684,0.0026596177,0.030388888,0.014182989,0.023301203,-0.011576002
ANTIDIABETIC_HIGH_HYPO_HOSPITAL_BITZUA__p25__missing,-0.01745119,-0.015823256,-0.0004617733,-0.022887293,0.0073585534,-0.006477793,-0.01789156,-0.054589793
ASPARATE-AMINOTRANSFERASE_MEASURE__p25__missing,0.027990198,-0.0072497916,0.012814752,0.015639363,0.0022338403,0.011103004,0.0017889858,0.024785265
BASAL_DOSAGE__p25__missing,-0.026450828,-0.026856469,-0.0028261067,-0.027867284,-0.010222408,-0.004333226,-0.026697207,-0.010006061
BASAL_HOME_BITZUA__p25__missing,0.019165581,-0.012073672,0.0062462343,0.0005417882,-0.0102074845,-0.012913191,0.031230904,-0.0068601416
BASE_GLUCOSE_MEASURE__p25__missing,-0.010696667,-0.008640743,-0.0056338813,0.0066569,-0.010738462,0.007881999,-0.0033930638,-0.014249869
BICARBONATE_MEASURE__p25__missing,0.03173548,0.0007608753,-0.00051635853,-0.019412464,-0.014534652,0.013084443,-0.005126332,-0.04953183
BLOOD_CULTURE__p25__missing,0.02315405,-0.020679396,-0.0017875859,-0.03217836,0.030855509,0.024853222,-0.013416697,-0.027275484
BLOOD_PRESSURE_DIASTOLIC_MEASURE__p25__missing,0.02177861,0.0094358185,0.0038456798,-0.0069875894,-0.010062148,-0.022904746,-0.022138549,0.017123988
BLOOD_PRESSURE_SYSTOLIC_MEASURE__p25__missing,-0.0012413777,-0.023151338,-0.024645498,0.0095907105,-0.0075019295,-0.015160703,0.009834909,-0.025275271
BMI_MEASURE__p25__missing,0.02422417,-0.012644094,-0.010830245,0.035609145,0.013100882,0.02321279,0.02338756,0.029126193
BODY_TEMPERATURE_MEASURE__p25__missing,-0.011656242,-0.0104812505,-0.026054723,-0.018259065,-0.0064724227,-0.0018649083,-0.020634519,0.005757259
BOLUS_DOSAGE__p25__missing,-0.01857126,0.00661431,0.0055628186,-0.028823083,-0.0057096016,0.0023542498,0.01590628,-0.01728459
CALCIUM-GLUCONATE_BITZUA__p25__missing,-0.029234612,-0.0028739774,-0.02341021,-0.0042236373,0.015421642,-0.023450622,0.0082968725,-0.015300543
CARDIO-VASCULAR_DISORDER_EVENT__p25__missing,-0.079832226,0.0017396152,-0.006093028,-0.0017450778,-0.021213058,-0.0031702917,-0.028013043,-0.009627694
CARDIOVASCULAR_DISORDER_OBS__p25__missing,0.00029973913,-0.007854662,0.0053592776,-0.0354982,-0.015828304,0.015321064,-0.00411076,-0.050624616
CHEST_XRAY__p25__missing,-0.026009345,-0.023566186,-0.015961573,-0.006211257,-0.045627773,-0.018507658,0.009436058,0.020726403
CREATINE-KINASE_MEASURE__p25__missing,-0.00071703026,0.029466214,-0.018985935,0.026791684,0.026421688,-0.023508755,0.009934861,0.0008811523
CREATININE_SERUM_MEASURE__p25__missing,0.005900316,-0.008368395,0.02423061,0.031565048,0.007768474,0.007776151,-0.015282366,0.01418561
DEXTROSE_BITZUA__p25__missing,-0.019914465,0.0054497756,0.009317503,0.0029120909,-0.0077663334,0.011607042,-0.025452135,0.00012145947
DIABETES_DIAGNOSIS__p25__missing,-0.0012926349,0.0021733257,0.00091664516,-0.02228119,0.012231109,0.028039953,0.009365393,0.0042976104
DIALYSIS__p25__missing,0.004721704,-0.020619858,-0.0052222586,0.01819098,-0.050239384,0.009519101,-0.0022955223,-0.0055944296
E-GFR_MEASURE__p25__missing,0.007566459,-0.049854096,0.01979385,-0.014676396,0.03596779,-0.0077060102,0.012564138,-0.032006253
EGFR_MEASURE__p25__missing,-0.007853213,0.040334884,-0.016072683,0.010121472,0.022829492,-0.01092157,-0.0081244735,-0.031192804
GLUCOSE_MEASURE__p25__missing,0.007851993,-0.014535535,-0.007895433,-0.02949797,-0.0056453496,-0.024480442,0.02406187,-0.008715397
HEART_RATE_MEASURE__p25__missing,0.023786895,-0.00029507154,-0.008351607,-0.007859635,-0.0007536676,0.011023943,0.015008224,-0.011159069
HEMATOCRIT_MEASURE__p25__missing,-0.0085035125,0.01758241,-0.0040048915,0.0064763585,-0.03700932,0.00028934507,-0.007512115,0.0015688045
HEMOGLOBIN_MEASURE__p25__missing,-0.00052822795,-0.016288657,-0.0061044022,-0.027915567,-0.003600112,-0.012275337,0.007600027,-0.016587013
HEPARIN_IV_BITZUA__p25__missing,-0.0036275676,-0.0022807843,0.029273476,0.009138716,-0.010931048,-0.0063128876,0.036404133,-0.016537704
HYPERGLYCEMIA_EVENT__p25__missing,0.021060716,-0.0061546145,-0.019245245,-0.014285805,0.015693039,0.015446452,-0.009941489,-0.010123007
HYPERTONIC_SALINE_BITZUA__p25__missing,0.002577224,-0.019035881,-0.010239023,-0.004667658,0.00802252,0.009844218,0.010881437,0.005122929
HYPOGLYCEMIA_EVENT__p25__missing,0.028254062,0.01100544,0.0037909388,-0.004586678,-0.004614524,0.019300317,0.013261393,-0.039113313
INFECTION_EVENT__p25__missing,0.006685383,0.023235843,-0.011496312,-0.017307092,-0.007405382,-0.022574237,-0.018175308,0.0015301717
INFECTION_WBC_MEASURE__p25__missing,-0.005122654,0.018279027,-0.025458151,0.005013763,0.0155481,0.012853243,-0.019370753,0.01604733
KETONES_SERUM_MEASURE__p25__missing,0.0012297931,-0.0064499886,-0.015942765,0.0077150636,0.012236425,0.0143582495,0.024066465,-0.01781085
KETONES_URINE_MEASURE__p25__missing,0.003304723,0.0030707396,-0.003295843,-0.020184316,-0.014982635,-0.0184004,-0.012691624,0.008533962
KIDNEY_COMPLICATION_EVENT__p25__missing,-0.01962898,-0.027256774,0.006205399,-0.0031026641,-0.006536382,-0.07592638,0.025902104,-0.015383265
KIDNEY_COMPLICATION_OBS__p25__missing,0.01036891,0.010081513,-0.015303523,-0.0027509055,-0.018498104,-0.03329862,0.013227357,0.044531073
METFORMIN_HOME_BITZUA__p25__missing,-0.0046296776,-0.013678547,-0.006827336,0.003267267,0.0104827285,0.012707048,-0.0061091674,-0.02051113
METFORMIN_HOSPITAL_BITZUA__p25__missing,0.005930477,0.031676583,0.0120767085,-0.014055745,-0.006472632,0.018767776,-0.008235408,0.0018625082
NEUTROPHILS_MEASURE__p25__missing,-0.021694424,0.01992273,0.010653195,-0.0053207777,-0.02480368,0.013834102,-0.00209505,-0.008764695
PH_MEASURE__p25__missing,-0.008634684,-0.023673026,0.003732359,0.05348405,-0.012464952,-0.020574376,-0.0062230267,0.009509142
PLT_MEASURE__p25__missing,0.012661124,0.005743961,0.012573762,0.007254266,0.0147212865,-0.021551657,-0.0019899544,4.4702887e-05
POTASSIUM_MEASURE__p25__missing,-0.010859359,-0.0013158023,0.01868677,-0.015256608,0.01834162,-0.007680861,-0.009963829,0.009955458
SEVERE_HYPERGLYCEMIA_EVENT__p25__missing,0.015515909,0.0002924041,0.012704907,-0.004149729,0.025206774,0.020300454,-0.0047014314,-0.025871567
SEVERE_HYPOGLYCEMIA_EVENT__p25__missing,0.012519565,0.02137542,0.003150683,-0.010397583,0.0030665942,0.014799276,0.017813046,0.0086863255
SGLT2_HOME_BITZUA__p25__missing,-0.015580065,0.010983333,0.018030928,-0.011295039,0.030188521,0.005433047,-0.00072365,0.017665373
SGLT2_HOSPITAL_BITZUA__p25__missing,0.012730486,0.033798557,0.009895702,0.033944175,0.018137122,0.022835273,-0.008309488,0.02208058
SODIUM_MEASURE__p25__missing,0.024781765,-0.0018482317,-0.020131625,0.0056382734,-0.0054085357,-0.004051029,-0.011352466,0.024342736
STEROIDS_IV_BITZUA__p25__missing,0.016048005,0.0037747787,0.020891866,0.014262049,-0.00796212,0.026408114,-0.0160419,0.027963238
STEROIDS_PO_BITZUA__p25__missing,-0.0036197226,-0.006056578,0.0020834224,0.010824489,0.0017961565,-0.008987659,-0.023995563,0.0045859017
TROPONIN_MEASURE__p25__missing,-0.0029436278,0.031040935,-0.011468672,-0.016045773,-0.0066793864,-0.018419996,0.0024969121,0.010026931
UREA_MEASURE__p25__missing,-0.0004899664,0.00021257534,-0.015959857,0.0046985387,-0.053137492,0.0077817673,-0.0247927,0.0049725766
URINE_CULTURE__p25__missing,-0.029414764,-0.025356185,-0.022161817,-0.003107939,-0.036079008,0.0014677694,0.012331083,-0.022766413
WEIGHT_MEASURE__p25__missing,-0.0046289163,0.017736617,0.01331343,-0.02349565,-0.019629456,-0.006829313,-0.013596544,-0.018079808
ALANINE-AMINOTRANSFERASE_MEASURE__median__missing,0.00957923,0.0205006,0.014886565,-0.00075185474,0.007912574,-0.012663275,0.021266801,-0.002806136
ALBUMIN_SERUM_MEASURE__median__missing,0.006622489,0.0044889674,-0.015446186,0.008911836,-0.017450577,-0.0011084655,0.002457524,0.0061205965
